variante,trimestres tradés,ret trim. moyen,t-stat,Sharpe (ann.),Sortino (ann.),skew,% trim > 0,cumul (×),maxDD (daily),coût/trim tradé
v0 brut,115/115,0.07268724714097671,4.113827584772715,0.7672328006144388,0.8977098111485239,-1.2914130045108614,0.6956521739130435,164.6229100969682,-0.957573325401069,0.0
v0 net,115/115,0.03947026036699184,2.240387874240793,0.417834493010567,0.4917054365833712,-1.3319400436219588,0.6608695652173913,2.538183458361638,-0.9895072497095642,0.03300772504100515
v1 brut,58/115,0.043364270522009786,2.9913596640381157,0.5578914539783345,0.4172237838732512,-1.4516761397524764,0.8521739130434782,12.987762366804892,-0.959295389648518,0.0
v1 net,58/115,0.025358907484489008,1.7931231361349917,0.33441918924256614,0.24953660451405998,-1.938625013160798,0.8347826086956521,1.1106349027175786,-0.9899488659770765,0.03549149406751685
